stream_id,time_end,time_recorded,reading_type,phenomena_1,phenomena_2,phenomena_3,phenomena_4
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 9:45:00,2022-04-18 10:02:38,metre,73.9,11.100001,8.374867117,2.725133883
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 10:00:00,2022-04-18 10:17:14,metre,74.2,11.100001,8.404672655,2.695328345
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 10:15:00,2022-04-18 10:32:54,metre,74.6,11.006666,8.356223559,2.650442441
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 10:30:00,2022-04-18 10:47:01,metre,75.1,10.899999,8.304878056,2.595120944
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 10:45:00,2022-04-18 11:04:19,metre,75.6,10.833335,8.291208597,2.542126403
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 11:00:00,2022-04-18 11:04:19,metre,75.8,10.780001,8.26040635,2.51959465
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 11:15:00,2022-04-18 11:32:38,metre,76.3,10.699998,8.233843612,2.466154388
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 11:30:00,2022-04-18 11:47:19,metre,76.8,10.753335,8.333973063,2.419361937
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 11:45:00,2022-04-18 11:47:19,metre,77,10.800002,8.398197257,2.401804743
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 12:00:00,2022-04-18 12:17:02,metre,77.200005,10.800002,8.418032924,2.381969076
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 12:15:00,2022-04-18 12:32:18,metre,77.3,10.88,8.504172899,2.375827101
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 12:30:00,2022-04-18 12:47:38,metre,77.200005,10.860002,8.475182374,2.384819626
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 12:45:00,2022-04-18 13:02:00,metre,77,10.793335,8.391850684,2.401484316
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 13:00:00,2022-04-18 13:17:01,metre,76.8,10.699998,8.283229069,2.416768931
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 13:15:00,2022-04-18 13:32:24,metre,76.6,10.699998,8.263467893,2.436530107
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 13:30:00,2022-04-18 13:47:11,metre,76.3,10.699998,8.233843612,2.466154388
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 13:45:00,2022-04-18 14:04:22,metre,76.200005,10.646667,8.173324831,2.473342169
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 14:00:00,2022-04-18 14:17:36,metre,76,10.699998,8.204240229,2.495757771
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 14:15:00,2022-04-18 14:32:09,metre,76,10.699998,8.204240229,2.495757771
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 14:30:00,2022-04-18 14:47:15,metre,75.9,10.699998,8.194377063,2.505620937
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 14:45:00,2022-04-18 15:03:04,metre,76,10.699998,8.204240229,2.495757771
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 15:00:00,2022-04-18 15:17:34,metre,76.3,10.793335,8.322513071,2.470821929
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 15:15:00,2022-04-18 15:32:02,metre,76.6,10.800002,8.358554579,2.441447421
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 15:30:00,2022-04-18 15:47:43,metre,76.8,10.713332,8.29591483,2.41741717
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 15:45:00,2022-04-18 15:47:43,metre,77.100006,10.593333,8.211320931,2.382012069
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 16:00:00,2022-04-18 16:17:20,metre,77.4,10.5,8.151962223,2.348037777
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 16:15:00,2022-04-18 16:32:53,metre,77.600006,10.473332,8.146221249,2.327110751
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 16:30:00,2022-04-18 16:47:41,metre,77.700005,10.373335,8.060678085,2.312656915
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 16:45:00,2022-04-18 17:02:34,metre,77.9,10.320001,8.029409006,2.290591994
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 17:00:00,2022-04-18 17:17:38,metre,78.1,10.433333,8.157251576,2.276081424
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 17:15:00,2022-04-18 17:32:44,metre,78,10.5,8.21105803,2.28894197
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 17:30:00,2022-04-18 17:47:28,metre,78.1,10.6,8.316411865,2.283588135
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 17:45:00,2022-04-18 18:02:52,metre,78.1,10.573333,8.290945956,2.282387044
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 18:00:00,2022-04-18 18:02:52,metre,78.1,10.5,8.220915892,2.279084108
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 18:15:00,2022-04-18 18:31:58,metre,78.2,10.5,8.230776207,2.269223793
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 18:30:00,2022-04-18 18:47:07,metre,78.2,10.513334,8.243513274,2.269820726
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 18:45:00,2022-04-18 19:02:13,metre,78.2,10.52,8.249880852,2.270119148
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 19:00:00,2022-04-18 19:17:20,metre,78.1,10.486666,8.208182457,2.278483543
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 19:15:00,2022-04-18 19:32:15,metre,78,10.306667,8.026485451,2.280181549
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 19:30:00,2022-04-18 19:47:20,metre,78.2,10.199999,7.944205446,2.255793554
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 19:45:00,2022-04-18 20:02:47,metre,78.2,10.059999,7.810472782,2.249526218
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 20:00:00,2022-04-18 20:17:39,metre,78.4,10.026668,7.798104562,2.228563438
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 20:15:00,2022-04-18 20:32:16,metre,78.4,10.053332,7.823589406,2.229742594
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 20:30:00,2022-04-18 20:46:58,metre,78.5,10,7.782347944,2.217652056
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 20:45:00,2022-04-18 21:04:22,metre,78.4,9.933334,7.708898033,2.224435967
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 21:00:00,2022-04-18 21:17:41,metre,78.7,9.713332,7.527596101,2.185735899
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 21:15:00,2022-04-18 21:37:36,metre,78.7,9.66,7.47657919,2.18342081
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 21:30:00,2022-04-18 21:37:36,metre,78.799995,9.5,7.333129004,2.166870996
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 21:45:00,2022-04-18 22:04:22,metre,79,9.360002,7.218313547,2.141688453
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 22:00:00,2022-04-18 22:16:59,metre,79.4,9.353333,7.250241805,2.103091195
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 22:15:00,2022-04-18 22:33:04,metre,79.6,9.666666,7.569905341,2.096760659
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 22:30:00,2022-04-18 22:48:22,metre,79.799995,9.960001,7.870725167,2.089275833
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 22:45:00,2022-04-18 23:02:02,metre,79.7,10.233333,8.123170381,2.110162619
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 23:00:00,2022-04-18 23:17:13,metre,80.299995,10.300001,8.246241302,2.053759698
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 23:15:00,2022-04-18 23:32:11,metre,79.799995,11.193335,9.054159567,2.139175433
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 23:30:00,2022-04-18 23:47:37,metre,79,11.513333,9.279909176,2.233423824
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-18 23:45:00,2022-04-19 0:02:11,metre,78.799995,11.360001,9.112887851,2.247113149
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 0:00:00,2022-04-19 0:16:54,metre,78,11.746668,9.401233703,2.345434297
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 0:15:00,2022-04-19 0:32:18,metre,76.4,12.32857,9.791298272,2.537271728
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 0:30:00,2022-04-19 0:47:08,metre,73.9,13.126666,10.28636133,2.840304666
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 0:45:00,2022-04-19 0:51:37,metre,68.8,13.813333,10.38861541,3.424717592
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 1:00:00,2022-04-19 1:02:26,metre,70.1,12.886668,9.6638965,3.2227715
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 1:15:00,2022-04-19 1:32:10,metre,71.8,12.246664,9.241188956,3.005475044
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 1:30:00,2022-04-19 1:47:37,metre,73.1,12.186666,9.317865912,2.868800088
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 1:45:00,2022-04-19 2:02:27,metre,72.7,12.7,9.759314536,2.940685464
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 2:00:00,2022-04-19 2:17:20,metre,70.1,13.320001,10.06771668,3.252284324
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 2:15:00,2022-04-19 2:32:17,metre,66.1,14.2733345,10.52345508,3.749879424
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 2:30:00,2022-04-19 2:47:01,metre,61.9,14.846664,10.58836023,4.258303766
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 2:45:00,2022-04-19 3:02:48,metre,60.600002,15.1066675,10.67930733,4.427360173
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 3:00:00,2022-04-19 3:17:15,metre,61.5,15.486666,11.12279005,4.363875947
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 3:15:00,2022-04-19 3:34:26,metre,59.100002,16.206667,11.49736723,4.709299774
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 3:30:00,2022-04-19 3:47:08,metre,59.7,15.613333,11.03397455,4.579358448
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 3:45:00,2022-04-19 4:02:10,metre,59.3,15.633334,11.0066583,4.626675697
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 4:00:00,2022-04-19 4:02:10,metre,59.2,15.56,10.92964911,4.630350891
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 4:15:00,2022-04-19 4:35:22,metre,58.3,16.573332,11.73230046,4.841031537
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 4:30:00,2022-04-19 4:47:01,metre,59.100002,15.693333,11.03773765,4.655595349
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 4:45:00,2022-04-19 5:04:07,metre,59.600002,15.473332,10.89706064,4.576271363
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 5:00:00,2022-04-19 5:17:05,metre,59.3,15.313333,10.71990377,4.593429232
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 5:15:00,2022-04-19 5:47:18,metre,57,16.566668,11.57434751,4.99232049
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 5:30:00,2022-04-19 5:47:18,metre,57,16.900002,11.8702324,5.029769598
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 5:45:00,2022-04-19 6:05:01,metre,54.3,15.993333,10.75425273,5.239080275
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 6:00:00,2022-04-19 6:17:08,metre,56.199997,15.333334,10.38953976,4.943794238
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 6:15:00,2022-04-19 6:35:26,metre,52.999996,15.286666,9.987430135,5.299235865
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 6:30:00,2022-04-19 6:47:18,metre,56.6,15.366667,10.46410766,4.902559337
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 6:45:00,2022-04-19 7:02:28,metre,56,15.373334,10.40236981,4.970964189
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 7:00:00,2022-04-19 7:17:20,metre,57,15.866668,10.95298866,4.913679345
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 7:15:00,2022-04-19 7:32:09,metre,58.600002,15.766666,11.04652226,4.720143741
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 7:30:00,2022-04-19 7:47:41,metre,59.2,15.26,10.66092565,4.599074349
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 7:45:00,2022-04-19 8:02:37,metre,58.600002,14.606666,10.00998095,4.596685055
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 8:00:00,2022-04-19 8:17:21,metre,60.7,13.473333,9.218629227,4.254703773
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 8:15:00,2022-04-19 8:34:50,metre,62.199997,12.646666,8.627500162,4.019165838
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 8:30:00,2022-04-19 8:47:03,metre,63.200005,11.906667,8.056887956,3.849779044
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 8:45:00,2022-04-19 9:02:37,metre,64.600006,10.633334,7.032790792,3.600543208
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 9:00:00,2022-04-19 9:17:13,metre,66,9.566668,6.187167438,3.379500562
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 9:15:00,2022-04-19 9:35:41,metre,67.9,8.9800005,5.821327449,3.158673051
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 9:30:00,2022-04-19 9:47:17,metre,70.1,8.646667,5.712631087,2.934035913
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 9:45:00,2022-04-19 10:02:02,metre,71.5,8.366668,5.578327111,2.788340889
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 10:00:00,2022-04-19 10:17:03,metre,72.6,8.086666,5.415220618,2.671445382
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 10:15:00,2022-04-19 10:17:03,metre,73.7,7.8600006,5.300974157,2.559026443
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 10:30:00,2022-04-19 10:47:01,metre,74,7.706666,5.183291158,2.523374842
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 10:45:00,2022-04-19 11:02:01,metre,74.8,7.4466677,5.009148462,2.437519238
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 11:00:00,2022-04-19 11:18:43,metre,75.700005,7.6399994,5.272816025,2.367183375
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 11:15:00,2022-04-19 11:32:20,metre,76.200005,7.9400005,5.602755804,2.337244696
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 11:30:00,2022-04-19 11:49:02,metre,76.5,8,5.687094694,2.312905306
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 11:45:00,2022-04-19 12:02:00,metre,76.700005,8.119999,5.819482484,2.300516516
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 12:00:00,2022-04-19 12:20:22,metre,77.200005,8.026667,5.776444846,2.250222154
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 12:15:00,2022-04-19 12:32:31,metre,77.4,8.099999,5.864649686,2.235349314
3b67b2c90a02c596a2d245d6680ae597cbdd9bd6398e17febc311a66f0fcff8d,2022-04-19 12:30:00,2022-04-19 12:47:10,metre,77.700005,8.166665,5.95580099,2.21086401
